# 这是本地源列表，一行一个源，格式为：频道名称,接口地址
# 支持设置白名单：接口后添加$!
# The local source list, one line per source, format: channel name, interface address
# Support setting whitelist: add $! after the interface
中央,#genre#
CCTV-6,http://iptv.huuc.edu.cn/hls/cctv6hd.m3u8
CCTV-6,http://api.kkitv.itv888.cn:8080/hls/tp9ajk4od5/index.m3u8
CCTV-7,https://iptv.catvod.com/live.php?id=CCTV7%E5%9B%BD%E9%98%B2%E5%86%9B%E4%BA%8B
CCTV-7,http://iptv.huuc.edu.cn/hls/cctv7hd.m3u8
CCTV-7,https://jzb.wwkejishe.top/?id=585
CCTV-7,http://api.kkitv.itv888.cn:8080/hls/3udggaszi1i/index.m3u8
CCTV-8,http://iptv.huuc.edu.cn/hls/cctv8hd.m3u8
CCTV-8,https://iptv.catvod.com/live.php?id=CCTV8%E7%94%B5%E8%A7%86%E5%89%A7
CCTV-8,http://api.kkitv.itv888.cn:8080/hls/vseo1nm7qp/index.m3u8
CCTV-8,https://www.freetv.top/migu/624878356.m3u8?migutoken=170b73b07e0cf0d307afea3545da5b9609d7c15461a2f4ac0f43634101df9baf391a446b91e5f84446b6a3b0934bb4730e2f3c4a32a565f904f22c8ff745a094d45dfd49c54f31b0b78156a080
CCTV-9,https://iptv.catvod.com/live.php?id=CCTV9%E7%BA%AA%E5%BD%95
CCTV-9,http://api.kkitv.itv888.cn:8080/hls/bsmkmf3jrp4/index.m3u8
CCTV-9,https://www.freetv.top/migu/673168140.m3u8?migutoken=749c49cdc31bb395e0349adc81010adc8707f80e51e9d3491ad67bfa71388ad768f7b52c8064338a7ef45eb7ddb192fb4937b21681c82499a0c16653ad9a9bec98ff5ce6ab183e4029bbdf269e
CCTV-9,http://www.freetv.top/migu/673168140.m3u8?migutoken=b6b3dff09079aa89b4ea1988e02de40fa003df2db6f755979b0c414bdfffe3225adf1ec44edf5934481e00ada14c3b23dc6e93bb72f70ed2319f17002205dc998b6ce2dde3d00bf5701f8261ec
CCTV-10,https://jzb.wwkejishe.top/?id=588
CCTV-10,https://iptv.catvod.com/live.php?id=CCTV10%E7%A7%91%E6%95%99
CCTV-10,http://iptv.huuc.edu.cn/hls/cctv10hd.m3u8
CCTV-10,http://api.kkitv.itv888.cn:8080/hls/wd86wxjxn8/index.m3u8
CCTV-10,https://www.freetv.top/migu/624878405.m3u8?migutoken=5783d6764a44078f77c189aa651d24d01f75d2491bf506a64e6beb4a124aa6939c36d394986e5113c18af52d6caa965b757edb8436760bd448a102e94fdfe0e89f12cbfcd443a8bbfff3b85a4a
CCTV-11,http://api.kkitv.itv888.cn:8080/hls/og4kq4cnqm/index.m3u8
CCTV-11,https://iptv.catvod.com/live.php?id=CCTV11%E6%88%8F%E6%9B%B2
CCTV-11,https://jzb.wwkejishe.top/?id=589
CCTV-11,https://www.freetv.top/migu/667987558.m3u8?migutoken=0960d7e074be53abeacd988e7daaca6d1477b1f255f98a01c33c7adf74ac246fe65a23451c3cff9b1203a6285cec778b6d488bd805e9d2433abe3ca23eb24e4f2a5f36bba821773558e1dec231
CCTV-12,https://iptv.catvod.com/live.php?id=CCTV12%E7%A4%BE%E4%BC%9A%E4%B8%8E%E6%B3%95
CCTV-12,http://iptv.huuc.edu.cn/hls/cctv12hd.m3u8
CCTV-12,http://api.kkitv.itv888.cn:8080/hls/nwfb31kwc3l/index.m3u8
CCTV-12,https://www.freetv.top/migu/673168185.m3u8?migutoken=2c8ff357aa2421f58bdbe7599a401e91b4e82c915fb4cdc01b7b5958d324557b8fe0b9dfc2848124c14b3c90fbeeaaec9a973e08efe51011771d0fbfcdfb36bbb23ba40211547f349c501b6997
CCTV-13,https://jzb.wwkejishe.top/?id=591
CCTV-13,https://event.pull.hebtv.com/jishi/cp1.m3u8
CCTV-13,https://iptv.catvod.com/live.php?id=CCTV13%E6%96%B0%E9%97%BB
CCTV-13,http://iptv.huuc.edu.cn/hls/cctv13hd.m3u8
CCTV-13,http://api.kkitv.itv888.cn:8080/hls/9sxg4yjgot/index.m3u8
CCTV-13,http://jwplay.hebyun.com.cn/live/cctv13/1500k/tzwj_video.m3u8
CCTV-13,https://ldncctvwbcdcnc.v.wscdns.com/ldncctvwbcd/cdrmldcctv13_1/index.m3u8
CCTV-14,https://jzb.wwkejishe.top/?id=592
CCTV-14,https://event.pull.hebtv.com/jishi/cp2.m3u8
CCTV-14,https://iptv.catvod.com/live.php?id=CCTV14%E5%B0%91%E5%84%BF
CCTV-14,http://api.kkitv.itv888.cn:8080/hls/dyfpqk8fpzi/index.m3u8
CCTV-14,http://iptv.huuc.edu.cn/hls/cctv14hd.m3u8
CCTV-15,https://iptv.catvod.com/live.php?id=CCTV15%E9%9F%B3%E4%B9%90
CCTV-15,http://api.kkitv.itv888.cn:8080/hls/hcwu4ianhgw/index.m3u8
CCTV-15,https://www.freetv.top/migu/673168223.m3u8?migutoken=b3f5f563a0e87a8d4215ce2f21de8c4ba355f6b7cecac5f686433bc2809f1a670c2454c39a4c60e3d446e610daf4c9bb26feea0ee07ed55a05d6b332b10381aa4ffb12bb3db425336f25a43987
CCTV-15,https://www.freetv.top/migu/673168223.m3u8?migutoken=405252f2e3e9d074b85a6b084bcc54894e3604d659e5fa911942b535a440184d991c0321451bca103d1a5bdc6ccf61193bdfbcc62bef28f759dd6e6d50ec34cda80794148cd2eac1ed6b17bc0d
CCTV-16,http://api.kkitv.itv888.cn:8080/hls/qazacsm0hgl/index.m3u8
CCTV-16,https://epg.pw/stream/c1beb2abcba5aef09c2f58efc3ca84b76de2c7b9cf60762b0d79772d9e70d454.m3u8
CCTV-16,http://zjzcf.synology.me:35455/gaoma/cctv4k16_10m.m3u8
CCTV-16,http://zjzcf.synology.me:35455/gaoma/cctv16.m3u8
CCTV-17,https://jzb.wwkejishe.top/?id=594
CCTV-17,https://iptv.catvod.com/live.php?id=CCTV17%E5%86%9C%E4%B8%9A%E5%86%9C%E6%9D%91
CCTV-17,http://api.kkitv.itv888.cn:8080/hls/5t4bgijh9da/index.m3u8
CCTV-17,https://www.freetv.top/migu/673168256.m3u8?migutoken=0a02f2e99ab57689f9361f4e06cb466ad0e837bea6428505273ac5a09e5953f5e014292a3f9eb470f30917d612b2aef1b524a076299d87923aec1e91b1f6679a1d678e69a38b04b6b634958a7c
CCTV-5+,https://iptv.catvod.com/live.php?id=CCTV5%2B%E4%BD%93%E8%82%B2%E8%B5%9B%E4%BA%8B
CCTV-5+,https://jzb.wwkejishe.top/?id=583
CCTV-5+,http://api.kkitv.itv888.cn:8080/hls/xsb4znrv3c/index.m3u8
CCTV-5+,https://www.freetv.top/migu/641886773.m3u8?migutoken=90ec1fec9d68b81a57600447989d07f36991aa61b8c4326b157e808a9708936512eae4c6777deb137597da627c6aeda1c609f4dd009d434672c6798fba04c925fe43bcecf3fa6847f848e962a8
CCTV-4K,http://59.173.120.39:4022/rtp/239.69.1.12:9712
中视购物,http://116.179.149.157:6000/rtp/226.0.2.72:8488
CETV1,https://iptv.catvod.com/live.php?id=CETV1
CETV1,http://121.29.141.15:4022/rtp/239.253.92.211:6069
CETV1,http://223.167.230.34:4022/rtp/239.45.1.125:5140
CETV1,http://116.235.57.41:4022/rtp/239.45.1.125:5140
CETV1,http://116.179.149.157:6000/rtp/226.0.2.181:9360
CETV1,http://223.10.81.133:8888/rtp/239.1.1.65:8065
CETV1,http://116.179.149.157:6000/rtp/226.0.2.68:8456
CETV1,http://171.116.216.113:10010/rtp/226.0.2.181:9360
CETV2,https://iptv.catvod.com/live.php?id=CETV2
CETV2,http://116.179.149.157:6000/rtp/226.0.2.69:8464
CETV2,http://223.167.230.34:4022/rtp/239.45.1.52:5140
CETV2,http://121.29.141.15:4022/rtp/239.253.92.108:6136
CETV2,http://223.10.81.133:8888/rtp/239.1.1.66:8066
CETV2,http://116.235.57.41:4022/rtp/239.45.1.52:5140
CETV3,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227352/index.m3u8
CETV4,https://iptv.catvod.com/live.php?id=CETV4
CETV4,http://117.174.25.254:8188/rtp/239.0.0.98:5140
CETV4,http://121.29.141.15:4022/rtp/239.253.92.200:6137
CETV4,http://116.235.57.41:4022/rtp/239.45.1.50:5140
CETV4,http://223.167.230.34:4022/rtp/239.45.1.50:5140
CETV4,http://116.179.149.157:6000/rtp/226.0.2.70:8472
CETV4,http://223.10.81.133:8888/rtp/239.1.1.67:8067
CETV早期教育,http://118.79.12.62:6001/rtp/226.0.2.99:8704
CETV早期教育,http://118.79.12.62:6000/rtp/226.0.2.99:8704
CETV早期教育,http://121.29.141.15:4022/rtp/239.253.93.164:6440
CETV早期教育,http://118.79.12.65:6001/rtp/226.0.2.99:8704
CETV早期教育,http://116.179.149.157:6001/rtp/226.0.2.99:8704
CETV早期教育,http://116.179.149.157:6000/rtp/226.0.2.99:8704
CETV早期教育,http://118.79.12.70:6001/rtp/226.0.2.99:8704
CETV早期教育,http://118.79.12.70:6000/rtp/226.0.2.99:8704
CETV早期教育,http://171.116.216.113:10010/rtp/226.0.2.99:8704
CETV早期教育,http://118.79.12.65:6000/rtp/226.0.2.99:8704
央广购物,http://116.179.149.157:6000/rtp/226.0.2.230:9752
聚鲨环球精选,http://116.179.149.157:6000/rtp/226.0.2.122:8888
环球奇观,http://116.179.149.157:6000/rtp/226.0.2.111:8800
环球奇观,rtsp://115.153.245.70/PLTV/88888888/224/3221226977/86128939.smil
环球奇观,rtsp://115.153.240.228:554/PLTV/88888888/224/3221226977/86128939.smil
环球奇观,rtsp://115.153.212.72/PLTV/88888888/224/3221226977/86128939.smil
环球奇观,rtsp://115.153.247.80/PLTV/88888888/224/3221226977/86128939.smil
环球奇观,rtsp://115.153.230.145/PLTV/88888888/224/3221226977/86128939.smil
环球奇观,rtsp://115.153.222.112:554/PLTV/88888888/224/3221226977/86128939.smil
环球奇观,rtsp://115.153.233.154/PLTV/88888888/224/3221226977/86128939.smil
环球奇观,rtsp://115.153.254.81/PLTV/88888888/224/3221226977/86128939.smil
中国交通,http://121.29.141.15:4022/rtp/239.253.93.189:6357
中国交通,http://117.174.25.254:8188/rtp/239.0.0.143:5140
中国交通,http://183.220.107.138:4022/rtp/239.10.0.143:5140
风云足球,https://epg.pw/stream/ac8062ec9484078061d3bef507c15a423ac57ae4144e3fcc4b0a198dd420f911.m3u8
风云足球,https://epg.pw/stream/6d7bf281e3d739806a73f5373acaa6e01988ec9739f5ac1355ce54b47a928472.m3u8
风云足球,http://27.41.245.32:801/hls/906/index.m3u8
风云足球,http://118.79.12.62:6000/rtp/226.0.2.225:9712
风云足球,http://118.79.12.62:6001/rtp/226.0.2.225:9712
风云足球,http://202.102.201.244:40022/rtp/238.1.79.57:4592
风云足球,http://113.106.171.234:8899/rtp/239.21.0.70:3620
风云足球,http://121.29.141.15:4022/rtp/239.253.93.254:6432
风云足球,http://60.223.72.127:8001/rtp/226.0.1.209:2122
风云足球,http://61.134.253.35:8001/rtp/226.0.1.209:2122
高尔夫网球,http://118.79.12.62:6001/rtp/226.0.1.211:2132
高尔夫网球,http://118.79.12.62:6000/rtp/226.0.1.211:2132
高尔夫网球,http://113.106.171.234:8899/rtp/239.21.0.72:3628
高尔夫网球,http://121.29.141.15:4022/rtp/239.253.93.122:6465
高尔夫网球,http://171.116.216.113:10010/rtp/226.0.1.211:2132
高尔夫网球,http://171.118.222.23:8082/rtp/226.0.1.211:2132
高尔夫网球,http://60.223.72.127:8001/rtp/226.0.1.211:2132
高尔夫网球,http://61.134.253.35:8003/rtp/226.0.1.211:2132
高尔夫网球,http://183.185.71.109:8082/rtp/226.0.1.211:2132
高尔夫网球,http://59.173.120.39:4022/rtp/239.69.1.83:10138
文化精品,http://113.106.171.234:8899/rtp/239.21.0.77:3648
文化精品,http://121.29.141.15:4022/rtp/239.253.93.175:6439
文化精品,http://60.223.72.127:8001/rtp/226.0.1.162:2108
文化精品,http://118.79.12.62:6000/rtp/226.0.1.162:2108
文化精品,http://118.79.12.62:6000/rtp/226.0.2.219:9664
文化精品,http://61.134.253.35:8001/rtp/226.0.1.162:2108
文化精品,http://61.134.253.35:8003/rtp/226.0.1.162:2108
文化精品,http://118.79.12.65:6001/rtp/226.0.2.219:9664
文化精品,http://118.79.12.65:6000/rtp/226.0.1.162:2108
文化精品,http://60.223.72.25:8001/rtp/226.0.1.162:2108
风云音乐,http://118.79.12.65:6000/rtp/226.0.2.220:9672
风云音乐,http://118.79.12.65:6001/rtp/226.0.2.220:9672
风云音乐,http://118.79.12.62:6000/rtp/226.0.2.220:9672
风云音乐,http://113.106.171.234:8899/rtp/239.21.0.79:3656
风云音乐,http://118.79.12.62:6001/rtp/226.0.2.220:9672
风云音乐,http://121.29.141.15:4022/rtp/239.253.93.253:6431
风云音乐,http://171.118.222.23:8082/rtp/226.0.1.164:2109
风云音乐,http://60.223.72.127:8001/rtp/226.0.1.164:2109
风云音乐,http://171.116.216.113:10010/rtp/226.0.1.164:2109
风云音乐,http://60.223.72.25:8003/rtp/226.0.1.164:2109
第一剧场,http://118.79.12.65:6001/rtp/226.0.2.221:9680
第一剧场,http://118.79.12.62:6001/rtp/226.0.1.167:2110
第一剧场,http://118.79.12.62:6000/rtp/226.0.1.167:2110
第一剧场,http://118.79.12.70:6000/rtp/226.0.2.221:9680
第一剧场,http://118.79.12.62:6001/rtp/226.0.2.221:9680
第一剧场,http://60.223.72.135:8003/rtp/226.0.1.167:2110
第一剧场,http://61.134.253.35:8001/rtp/226.0.1.167:2110
第一剧场,http://171.118.222.23:8082/rtp/226.0.1.167:2110
第一剧场,http://171.116.216.113:10010/rtp/226.0.1.167:2110
第一剧场,http://118.79.12.65:6001/rtp/226.0.1.167:2110
怀旧剧场,http://116.179.149.157:6000/rtp/226.0.2.224:9704
怀旧剧场,http://118.79.12.62:6000/rtp/226.0.2.224:9704
怀旧剧场,http://171.116.216.113:10010/rtp/226.0.1.182:2121
怀旧剧场,http://118.79.12.62:6001/rtp/226.0.1.182:2121
怀旧剧场,http://121.29.141.15:4022/rtp/239.253.93.252:6430
怀旧剧场,http://123.174.106.11:8888/rtp/239.1.1.95:8095
怀旧剧场,http://118.79.12.62:6001/rtp/226.0.2.224:9704
怀旧剧场,http://118.79.12.62:6000/rtp/226.0.1.182:2121
怀旧剧场,http://116.179.149.157:6001/rtp/226.0.2.224:9704
怀旧剧场,http://171.118.222.23:8082/rtp/226.0.1.182:2121
风云剧场,http://113.106.171.234:8899/rtp/239.21.0.76:3644
风云剧场,http://121.29.141.15:4022/rtp/239.253.93.251:6429
风云剧场,http://171.116.216.113:10010/rtp/226.0.1.212:2133
风云剧场,http://61.134.253.35:8001/rtp/226.0.1.212:2133
风云剧场,http://118.79.12.62:6001/rtp/226.0.1.212:2133
风云剧场,http://118.79.12.62:6001/rtp/226.0.2.227:9728
风云剧场,http://118.79.12.65:6000/rtp/226.0.1.212:2133
风云剧场,http://118.79.12.62:6000/rtp/226.0.2.227:9728
风云剧场,http://171.118.222.23:8082/rtp/226.0.1.212:2133
风云剧场,http://118.79.12.70:6000/rtp/226.0.1.212:2133
世界地理,http://118.79.12.62:6000/rtp/226.0.2.222:9688
世界地理,http://118.79.12.62:6001/rtp/226.0.1.169:2111
世界地理,http://113.106.171.234:8899/rtp/239.21.0.74:3636
世界地理,http://121.29.141.15:4022/rtp/239.253.92.131:6113
世界地理,http://171.116.216.113:10010/rtp/226.0.1.169:2111
世界地理,http://118.79.12.62:6001/rtp/226.0.2.222:9688
世界地理,http://118.79.12.70:6001/rtp/226.0.2.222:9688
世界地理,http://118.79.12.70:6000/rtp/226.0.2.222:9688
世界地理,http://123.174.106.11:8888/rtp/239.1.1.99:8099
世界地理,http://116.179.149.157:6000/rtp/226.0.2.222:9688
电视指南,http://121.29.141.15:4022/rtp/239.253.93.249:6427
兵器科技,http://121.29.141.15:4022/rtp/239.253.93.47:6435
兵器科技,http://171.118.222.23:8082/rtp/226.0.1.171:2115
兵器科技,http://118.79.12.62:6001/rtp/226.0.1.171:2115
兵器科技,http://171.116.216.113:10010/rtp/226.0.1.171:2115
兵器科技,http://118.79.12.62:6001/rtp/226.0.2.223:9696
兵器科技,http://113.25.105.156:10000/rtp/239.1.1.97:8097
兵器科技,http://123.174.106.11:8888/rtp/239.1.1.97:8097
兵器科技,http://118.79.12.65:6000/rtp/226.0.2.223:9696
兵器科技,http://116.179.149.157:6000/rtp/226.0.2.223:9696
兵器科技,http://116.179.149.157:6000/rtp/226.0.1.171:2115
发现之旅,http://8.138.7.223/tv/migu.php?id=fxzl
发现之旅,http://ygbh.site/php/bfgd.php?id=151
女性时尚,http://121.29.141.15:4022/rtp/239.253.92.144:6114
女性时尚,http://113.106.171.234:8899/rtp/239.21.0.73:3632
央视台球,https://epg.pw/stream/ca9c1cd4b97fb824cedd7fedfd0c7a950afdd7f00751cfbb7c2d89831d7746a5.m3u8
央视台球,https://epg.pw/stream/25677ac2e8c1f7c3dd6359c43eb5f0f54efb3f5c11f9dda18d01b3e0308ed017.m3u8
央视台球,http://113.106.171.234:8899/rtp/239.21.0.71:3624
央视台球,http://121.29.141.15:4022/rtp/239.253.93.231:6409
央视台球,http://171.116.216.113:10010/rtp/226.0.1.181:2118
央视台球,http://118.79.12.62:6001/rtp/226.0.2.216:9640
央视台球,http://171.118.222.23:8082/rtp/226.0.1.181:2118
央视台球,http://113.25.105.156:10000/rtp/239.1.1.100:8100
央视台球,http://61.134.253.35:8001/rtp/226.0.1.181:2118
央视台球,http://116.179.149.157:6000/rtp/226.0.2.216:9640
重温经典,https://iptv.catvod.com/live.php?id=%E8%80%81%E6%95%85%E4%BA%8B
重温经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
重温经典,http://php.jdshipin.com/PLTV/iptv.php?id=cwjd
重温经典,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
重温经典,https://other.ottiptv.cc/cwjd.m3u8
重温经典,https://iptv.catvod.com/live.php?id=%E9%87%8D%E6%B8%A9%E7%BB%8F%E5%85%B8
重温经典,https://gdcucc.v1.mk/gdcucc/cwjd.m3u8
中学生,http://8.138.7.223/tv/migu.php?id=zxs
中国天气,http://116.179.149.157:6000/rtp/226.0.2.103:8736
中国天气,http://171.116.216.113:10010/rtp/226.0.2.103:8736
中国天气,http://ygbh.site/php/bfgd.php?id=160
书画,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226698/index.m3u8
书画,http://116.179.149.157:6000/rtp/226.0.2.102:8728
书画,http://ygbh.site/php/bfgd.php?id=180
百姓健康,http://116.179.149.157:6000/rtp/226.0.2.132:8968
百姓健康,http://ygbh.site/php/bfgd.php?id=219
睛彩竞技,http://drive.mxmy.net:8888/udp/239.3.1.125:8001
睛彩广场舞,http://13937899.xyz:35455/itv/3000000020000011523.m3u8?cdn=FifastbLive
睛彩广场舞,http://zjzcf.synology.me:35455/itv/3000000020000011523.m3u8?cdn=FifastbLive
睛彩青少,http://183.220.20.17:4321/rtp/239.10.0.130:5140
睛彩篮球,http://drive.mxmy.net:8888/udp/239.3.1.126:8001
CGTN,https://0472.org/hls/cgtn.m3u8
CGTN,http://english-livetx.cgtn.com/hls/yypdyyctzb_hd.m3u8
CGTN,https://iptv.catvod.com/live.php?id=CGTN
CGTN,https://english-livebkali.cgtn.com/live/encgtn_0.m3u8
CGTN西语,https://0472.org/hls/cgtnx.m3u8
CGTN西语,http://espanol-liveali.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd.m3u8
CGTN西语,http://121.29.141.15:4022/rtp/239.253.93.196:6374
CGTN记录,https://0472.org/hls/cgtnd.m3u8
CGTN记录,https://english-livetx.cgtn.com/hls/yypdjlctzb_hd.m3u8
CGTN记录,https://amg00405-rakutentv-cgtndocumentary-rakuten-0ql8j.amagi.tv/master.m3u8
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN法语,https://iptv.catvod.com/live.php?id=CGTN%E6%B3%95%E8%AF%AD
CGTN法语,http://121.29.141.15:4022/rtp/239.253.93.197:6375
CGTN阿语,https://0472.org/hls/cgtna.m3u8
CGTN阿语,http://121.29.141.15:4022/rtp/239.253.93.198:6376
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CGTN俄语,https://iptv.catvod.com/live.php?id=CGTN%E4%BF%84%E8%AF%AD
CGTN俄语,http://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd.m3u8
CGTN俄语,http://121.29.141.15:4022/rtp/239.253.93.199:6377

卫视,#genre#
广东卫视,https://jzb.wwkejishe.top/?id=598
广东卫视,http://api.kkitv.itv888.cn:8080/hls/qr6872071g/index.m3u8
广东卫视,https://smart.dxjc.pp.ua/smart.php?id=guangdongweishi_twn&token=tmxk
广东卫视,https://www.freetv.top/migu/608831231.m3u8?migutoken=78af5371d66a723fc72d7a69c8a18ade502c19d2cf715aa502730a2b197148f3ac859ba4dfc8177df928c7b17e4f7e50e73fa17782751d96ca1224dc27c62d3025503e7b80de41b09560f78ee1
香港卫视,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?ChannelID=xianggangweishi&P2PChannelID=pd://cctv_p2p_hdxianggangweishi
香港卫视,rtmp://zhibo.hkstv.tv/livestream/mutfysrq
浙江卫视,https://iptv.catvod.com/live.php?id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%86
浙江卫视,http://ali-vl.cztv.com/channels/lantian/channel001/360p.m3u8
浙江卫视,http://iptv.huuc.edu.cn/hls/zjhd.m3u8
浙江卫视,http://ali-vl.cztv.com/channels/lantian/channel001/360p.m3u8?a=1000&amp;d=d396e340de48108a9576134d5b090354&amp;k=60ede3db45d8640ab1db2b9f0dfa7549&amp;t=1671539989
浙江卫视,http://ali-vl.cztv.com/channels/lantian/channel001/360p.m3u8?a=1000&d=d396e340de48108a9576134d5b090354&k=60ede3db45d8640ab1db2b9f0dfa7549&t=1671539989
浙江卫视,http://api.kkitv.itv888.cn:8080/hls/urjqjvyf41q/index.m3u8
湖南卫视,http://iptv.huuc.edu.cn/hls/hunanhd.m3u8
湖南卫视,http://api.kkitv.itv888.cn:8080/hls/hoxiunz7ce/index.m3u8
湖南卫视,http://[2409:8087:4402:20:1:1216:401:3b]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226659/index.m3u8
湖南卫视,https://smart.dxjc.pp.ua/smart.php?id=hunan_twn&token=tmxk
北京卫视,https://iptv.catvod.com/live.php?id=%E5%8C%97%E4%BA%AC%E5%8D%AB%E8%A7%86
北京卫视,http://iptv.huuc.edu.cn/hls/btv1hd.m3u8
北京卫视,http://api.kkitv.itv888.cn:8080/hls/h5uud1z84gn/index.m3u8
北京卫视,https://smart.dxjc.pp.ua/smart.php?id=beijing&token=tmxk
湖北卫视,http://iptv.huuc.edu.cn/hls/hbhd.m3u8
湖北卫视,http://[2409:8087:4400:20:1:a0f:11:9]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226579/index.m3u8
湖北卫视,http://api.kkitv.itv888.cn:8080/hls/qwummpaoaq/index.m3u8
湖北卫视,https://jzb.wwkejishe.top/?id=604
黑龙江卫视,http://iptv.huuc.edu.cn/hls/hljhd.m3u8
黑龙江卫视,https://idclive.hljtv.com:4430/live/hljws_own.m3u8
黑龙江卫视,http://api.kkitv.itv888.cn:8080/hls/2a24lcvser/index.m3u8
黑龙江卫视,https://iptv.catvod.com/live.php?id=%E9%BB%91%E9%BE%99%E6%B1%9F%E5%8D%AB%E8%A7%86
黑龙江卫视,http://pa.kuangdeng.top:8081/hls/22/index.m3u8
黑龙江卫视,http://222.85.198.92:8000/hls/45/index.m3u8
黑龙江卫视,http://118.79.12.62:6000/rtp/226.0.1.151:3080
黑龙江卫视,http://118.79.12.62:6001/rtp/226.0.2.151:9120
黑龙江卫视,http://117.174.25.254:8188/rtp/239.0.0.57:5140
黑龙江卫视,http://drive.mxmy.net:8888/udp/239.3.1.133:8016
安徽卫视,https://jzb.wwkejishe.top/?id=612
安徽卫视,http://iptv.huuc.edu.cn/hls/ahhd.m3u8
安徽卫视,http://[2409:8087:4400:20:1:a0f:11:9]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226578/index.m3u8
安徽卫视,http://api.kkitv.itv888.cn:8080/hls/m8hvytneunk/index.m3u8
安徽卫视,http://114.252.126.226:8899/hls/26/index.m3u8
安徽卫视,http://pa.kuangdeng.top:8081/hls/35/index.m3u8
安徽卫视,http://118.79.12.65:6000/rtp/226.0.2.145:9072
安徽卫视,http://118.79.12.65:6001/rtp/226.0.1.148:3077
安徽卫视,http://118.79.12.62:6000/rtp/226.0.2.145:9072
安徽卫视,http://drive.mxmy.net:8888/udp/239.3.1.211:8064
重庆卫视,http://iptv.huuc.edu.cn/hls/cqhd.m3u8
